AccountName,IsPrivate,Name,StageName,Amount,CloseDate,Type,Subscription_Start_Date__c,Subscription_End_Date__c,OTR__c,ASV__c,Users__c
RODRIGUEZ AVILA ROGER,0,Opp441,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RODRIGUEZ CASTRO ADOLFO GONZALO,0,Opp442,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RODRIGUEZ GONZALEZ MA ESTHER,0,Opp443,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RODRIGUEZ RICO ENRIQUE,0,Opp444,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ROJAS SANCHEZ MARISELA,0,Opp445,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ROLLERS PLASTIC DE MEXICO SA DE CV,0,Opp446,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ROLLOS INDUSTRIALES Y COMERCIALES P,0,Opp447,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ROMERO VEGA SALVADOR,0,Opp448,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Rooster Products International,0,Opp449,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ROSA MAGALLY BASTERIS PEREZ,0,Opp450,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ROUSTAN JORGE,0,Opp451,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ROUTE 16 GRAIN COOPERATIVE,0,Opp452,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ROYDAN ASESORES SC,0,Opp453,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RR DONNELLEY DE MEXICO S DE RL DE C,0,Opp454,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Rubber Enterprises,0,Opp455,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RUIZ ARROYO MARTIN,0,Opp456,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RUIZ HAROS ISRAEL,0,Opp457,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Runner Corporation,0,Opp458,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RUNNING FASHIONS LTD ( Unit - 2 ),0,Opp459,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
S M KNITWEARS LTD,0,Opp460,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
S.C. Fondal Roit Srl,0,Opp461,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SAALE FARM & GRAIN CO. INC.,0,Opp462,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SABORES Y ANALISIS SA DE CV,0,Opp463,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SAHARA LUZ ROMERO ANAYA,0,Opp464,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SAIN SERVICIOS Y ASESORIAS PARA LA INDUSTRIA SA DE,0,Opp465,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SALAZAR VALENZUELA RICARDO ALBERTO,0,Opp466,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SALINAS GARZA ERICK GERARDO,0,Opp467,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SALUD INTEGRAL EN MEDICINA LABORAL,0,Opp468,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SALUD OCUPACIONAL APODACA SA DE CV,0,Opp469,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SALVADOR MORENO LUNA,0,Opp470,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANCHEZ DEVANNY ESEVERRI SC,0,Opp471,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANCHEZ GALENO MIGUEL ANGEL,0,Opp472,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANCHEZ GARCIA CESAR,0,Opp473,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANCHEZ GUAJARDO HUMBERTO,0,Opp474,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANCHEZ HERRERA ANTONIO,0,Opp475,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANCHEZ TRASVINA IDALIA,0,Opp476,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANDOVAL ALVARADO MARTHA GRACIELA,0,Opp477,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANDOVAL FIGUEROA ARNOLDO EFRAIN,0,Opp478,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANJUANITA IMELDA CORTEZ SALAZAR,0,Opp479,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANTA MARIA GONZALEZ PABLO,0,Opp480,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SANTANA FIGUEROA JOSE,0,Opp481,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SARGENTO FOODS INC,0,Opp482,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SAYMEN CORPORATIVO INDUSTRIAL SA DE CV,0,Opp483,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SBS SA DE CV,0,Opp484,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Scalzo Food Ingredients,0,Opp485,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Scantex Europe Limited,0,Opp486,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Scottish Shellfish Marketing Group Ltd,0,Opp487,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SCOULAR GRAIN COMPANY,0,Opp488,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SEA TEX LIMITED,0,Opp489,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Sea Watch International,0,Opp490,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Sea Watch International LTD (20),0,Opp491,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SECCION E SA DE CV,0,Opp492,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SECRETARIA DE FINANZAS DEL GOBIERNO,0,Opp493,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SEEDS,0,Opp494,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SEGOVIA GUTIERREZ SANDRA DEYANIRA,0,Opp495,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SEGURIDAD PRIVADA INDUSTRIAL GOVA S,0,Opp496,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SEGURIDAD PRIVADA RESGUARDO DEL VALLE DE MEXICO SA,0,Opp497,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SEMEX SA DE CV,0,Opp498,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SENSORTROL SA DE CV,0,Opp499,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERGIO ESQUER GARCIA,0,Opp500,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVI PAVOS SA DE CV,0,Opp501,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIO DE GRUAS VAZQUEZ,0,Opp502,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIO EN ARTE TEXTIL CCA SA DE CV,0,Opp503,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIO GRASUAL S.A DE C.V.,0,Opp504,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIO INDUSTRIAL COAHUILENSE SA,0,Opp505,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIO LOMA DE LAGOS S.A. DE C.V.,0,Opp506,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIO OTEAPAN S.A. DE C.V.,0,Opp507,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIOS  TURISTICOS DE SALTILLO,0,Opp508,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIOS CONSULTIVOS ESPECIALIZADOS SA DE CV,0,Opp509,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIOS DE RECICLADO TEXTIL SA DE,0,Opp510,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIOS ESPECIALES DE PROTECCION,0,Opp511,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIOS PARA LAVANDERIAS SA DE CV,0,Opp512,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIOS Y ADMINISTRACION ESPECIAL,0,Opp513,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIOS Y CARTUCHOS LASER SA DE C,0,Opp514,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIOS Y PROMOCIONES DE ESPACIOS,0,Opp515,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVICIOS Y PROYECTOS DE ELE,0,Opp516,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVIDORA QUIMICA PG DEL SURESTE SA DE CV,0,Opp517,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVIDULCE SA DE CV,0,Opp518,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVIMACO SA DE CV,0,Opp519,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SERVO MOTION SA DE CV,0,Opp520,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SEXA SENTIDO EXPERTO SC,0,Opp521,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
sForce,0,Opp522,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SHANDONG BAIYI TEXTILES CO LTD,0,Opp523,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Shanghai Jely Textiles Co LTD,0,Opp524,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SHANGHAI TEXTILE DECORATION CORP GROUP CAMBODIA,0,Opp525,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SHENZHEN HIKER HOUSEWARES LTD,0,Opp526,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SHINTECH INC,0,Opp527,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SHIPMAN ELEVATOR CO.,0,Opp528,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SIC EDIFICACIONES DE MEXICO SA DE CV,0,Opp529,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SIENERGIA VALUE S.A. DE C.V.,0,Opp530,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Sienna Gold Ltd,0,Opp531,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SIGMADIS BRIGNAIS,0,Opp532,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SILOS Y CAMIONES S.A. DE C.V.,0,Opp533,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SILVA LEAL RAFAEL,0,Opp534,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SILVER TEXTIL POBLANA SA DE CV,0,Opp535,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Sioux Honey Association,0,Opp536,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SISTEMAS AGROPECUARIOS JAT  SA,0,Opp537,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SISTEMAS DE DESCANSO LORD SA DE CV,0,Opp538,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SISTEMAS ECONOMICOS DE LEVANTE,0,Opp539,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,0,Opp540,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SISTEMAS PHOENIX S DE RL,0,Opp541,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SISTEMAS Y EQUIPOS DE MEDICION EN,0,Opp542,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SIXTO GARCIA TORRES,0,Opp543,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SKF USA Inc,0,Opp544,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SMILE CLEAN  PACKING SA DE CV,0,Opp545,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOCIEDAD AGROPECUARIA SABINDA SA DE,0,Opp546,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOCIEDAD DE INNOVADORES EN PROCESOS,0,Opp547,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOINSEG SA DE CV,0,Opp548,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Solar Tech International Co Ltd,0,Opp549,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOLIS SALAZAR GUADALUPE,0,Opp550,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOLUCION DIGITAL EN IMPRESION SA DE,0,Opp551,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOLUCIONES INTEGRALES CON APLICACION NEUMATICA SA,0,Opp552,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOLUCIONES LUMINICAS PLUS SC DE RL DE CV,0,Opp553,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOLUCIONES NEUMATICAS ESPECIALIZADAS SA DE CV,0,Opp554,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SONIA SUSANA MARTINEZ VALENZ,0,Opp555,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOPORTE DINAMICO INDUSTRIAL SA DE C,0,Opp556,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SORRELLS FARM SUPPLY INCL.,0,Opp557,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SOTO REYES GERMAN,0,Opp558,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Soxland International Inc,0,Opp559,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Specified Components Company,0,Opp560,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SPIN MASTER MEXICO SA DE CV,0,Opp561,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SPIN SA DE CV,0,Opp562,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SPLIBUZZER SA DE CV,0,Opp563,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
St Andrews Bakers Ltd,0,Opp564,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ST. CLAIR SERVICE,0,Opp565,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
STANLEY BOSTITCH SA DE CV,0,Opp566,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Sterling Supply Co Inc,0,Opp567,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
STICKERS PACK SA DE CV,0,Opp568,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Stronger Plastic Co Ltd,0,Opp569,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Suiker Unie,0,Opp570,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SUKARNE SA DE CV,0,Opp571,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SUKETU ORGANICS PRIVATE LIMITED,0,Opp572,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SUMILAB SA DE CV,0,Opp573,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SUMINISTRO DE ESPECIALIDADES,0,Opp574,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SUMINISTROS INFORMATICOS E INDUSTRI,0,Opp575,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SUMITOMO CORPORATION DE MEXICO SA DE CV,0,Opp576,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SUPER PRODUCTOS PORKY SA DE CV,0,Opp577,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SUPER URECOAT INDUSTRIES,0,Opp578,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SUPEREXPRESS DEL NORESTE SA DE CV,0,Opp579,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Superflora BV,0,Opp580,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SURTIDORA DE EMPAQUETADURA Y HULE,0,Opp581,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SVS INTERNACIONAL DE MEXICO SA DE C,0,Opp582,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Swan Products LLC,0,Opp583,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SWEETLAKE CHEMICAL DE MEXICO SA DE CV,0,Opp584,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Swiss Valley Farms,0,Opp585,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SYNERGY ADDITIVES COMPANY SA DE CV,0,Opp586,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
SYSTEMS MANUFACTURING MEXICO SA DE CV,0,Opp587,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
T Y P REFRIGERACION SA DE CV,0,Opp588,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TABADIS MEXICANA SA DE CV,0,Opp589,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Tactical Solutions UK Ltd,0,Opp590,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TAFAM SA DE CV,0,Opp591,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TAKA QUIMICA APLICADA SA DE CV,0,Opp592,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TALCOMAX SA DE CV,0,Opp593,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TAMEZ CAVAZOS ALEJANDRO,0,Opp594,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TAMEZ CAVAZOS ROBERTO,0,Opp595,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TAPIA SANCHEZ ERIK,0,Opp596,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TASTYCHOCO FOODSTUFF COMPANY LIMITED,0,Opp597,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TBS Group Corporation,0,Opp598,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TBS INTEGRADORES DE SOLUCIONES SA D,0,Opp599,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TEAM MARKETING ALLIANCE,0,Opp600,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TECNO UNIVERSO S.A DE C.V,0,Opp601,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TECNOCONTROL VEHICULAR SA DE CV,0,Opp602,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TECNOLOGIA AVANZADA EN CONTROL Y DISENO SA DE CV,0,Opp603,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TECNOLOGIA ESPECIALIZADA EN CUBIERT,0,Opp604,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TECNOLOGIA Y SELLADO INDUSTRIAL SA DE CV,0,Opp605,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Tekno Inc,0,Opp606,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TELEFONIA POR CABLE SA DE CV,0,Opp607,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Tempo (Aust) Pty Ltd,0,Opp608,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TEMPORARY AND PERMANENT STAFF SA DE,0,Opp609,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TENDENCIAS Y CONCEPTOS S.A DE C.V.,0,Opp610,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TENNESSEE STEEL HOULERS,0,Opp611,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TERENTRO SA DE CV,0,Opp612,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TERMO PACK SA DE CV,0,Opp613,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TERRAFERTIL MEXICO SAPI DE CV,0,Opp614,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Terry Store age spa,0,Opp615,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TEXMARK CHEMICALS INC,0,Opp616,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
THE ANDERSONS INC,0,Opp617,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
The Cake Syndicate Pty Ltd,0,Opp618,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
The Materials Group LLC,0,Opp619,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
The Scotts Company UK Ltd-inactive,0,Opp620,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
THE ST LOUIS GROUP,0,Opp621,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
THERMOVIL DEL PACIFICO SA DE CV,0,Opp622,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
THG TRANSPORTES SA DE CV,0,Opp623,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Third Dimension Inc,0,Opp624,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TI MARKETING ADMINISTRATION SOFTWAR,0,Opp625,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TIBA MEXICO SA DE CV,0,Opp626,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TIENDAS GARCES SA DE CV,0,Opp627,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Tioga Hardwoods Inc,0,Opp628,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TIPISA SA DE CV,0,Opp629,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TLV ENGINEERING SA DE CV,0,Opp630,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TOBIAS GONZALEZ JORGE,0,Opp631,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TODOPROMO SA DE CV,0,Opp632,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TOLEDO ESQUER CARLOS MANUEL,0,Opp633,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TOMACO SA DE CV,0,Opp634,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TOMAS DOMINGUEZ CASTILLO,0,Opp635,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TOMAS MARTINEZ PATLAN,0,Opp636,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Tony Downs Foods Co Inc,0,Opp637,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TOP AG COOPERATIVE INC,0,Opp638,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Topway em enterprise ltd,0,Opp639,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TORNILLOS GONZALEZ SA DE CV,0,Opp640,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TORNILLOS Y ARTICULOS ESPECIALES SA DE CV,0,Opp641,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TORNILLOS Y TUERCAS RM SA DE CV,0,Opp642,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TORRE GALLEGO ELAIN,0,Opp643,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TORREBLANCA MONTANO DELIA EDITH,0,Opp644,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TORRES GOMEZ VICTOR ALFONSO,0,Opp645,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TORRES RAMOS JAVIER,0,Opp646,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
